x,y,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,label
24.705236,-83.92268,0,1,1,1,3,1,1,2,3,5,3,10,10,1,1,television puppets
-30.114252,-51.32136,0,1,1,1,3,1,6,2,3,4,1,5,12,5,5,culture thieves
85.31733,53.903824,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,trout
55.061516,-87.06594,0,1,1,1,3,1,1,2,0,5,0,11,11,12,12,the hiphop world
-18.171167,-73.405975,0,1,1,1,3,1,1,2,3,4,1,10,10,4,4,mystery bestsellerdom
50.241707,41.1627,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,the WBL
-76.00079,-49.368908,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,New Age
94.51954,-0.71874166,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,the New Jersey race
-19.901478,-44.489445,0,1,1,1,3,4,5,0,3,4,1,1,1,1,1,cyberspace
29.26072,14.351401,0,0,2,3,4,4,4,6,7,0,7,6,12,7,7,sancerres
66.0428,60.756065,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,basketball analysis
82.314766,55.985435,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,home run hitters
20.597857,-21.1137,0,1,2,2,4,4,4,6,7,4,8,6,6,13,13,pharmaceuticals
76.69889,38.66146,0,1,2,0,2,2,2,3,5,6,10,9,3,11,11,foosball
77.63286,-68.73982,0,1,2,1,3,1,1,2,0,5,0,11,11,12,12,ballet
51.508297,-34.454597,0,1,2,1,4,4,4,6,7,0,7,6,12,13,7,glass
-60.164143,84.479164,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,the Caribbean
28.390944,-67.6219,0,1,2,1,3,1,1,2,0,5,0,11,11,12,12,Burlesque
-18.278969,44.38969,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,the living room
-68.65557,10.823802,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the insurgency
-52.040916,94.42921,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Belarus
22.337387,59.48577,0,1,1,2,4,4,5,0,7,4,1,6,6,13,13,the gardening world
10.984041,-98.14757,0,1,1,1,3,1,1,2,0,3,5,7,7,8,8,portraiture
13.678298,-53.778202,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,the sports page
70.79348,61.751152,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,sports commissioners
-56.863377,-60.625805,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,our generation
-4.304718,37.559437,0,1,2,1,4,4,4,0,7,0,7,6,6,13,13,tomato chefs
65.37814,-44.79832,0,1,2,1,3,1,1,2,0,5,7,5,10,1,7,Kung Fu
7.892576,8.206703,0,1,2,1,4,4,4,6,7,0,7,5,12,7,7,Elizabeth
13.691974,-98.96064,0,1,2,1,4,1,1,2,0,3,5,7,7,8,8,painting
-16.554792,85.31433,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Washington DC
80.38854,28.518301,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,sports
9.124002,16.070744,0,1,2,2,0,5,6,5,7,0,7,5,12,5,5,Their Own
-56.95868,-11.34626,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,prosecutors
46.283165,-18.601591,0,1,2,1,4,4,4,6,7,0,7,6,6,13,13,Daisies
12.0788355,-83.772575,0,1,2,1,4,4,4,6,7,0,7,6,12,1,1,shotputters
2.1202977,-76.745514,0,1,1,1,3,1,1,2,3,5,3,10,10,1,1,film
20.353874,-74.253044,0,1,1,1,3,1,1,2,3,5,3,10,10,1,1,theater producers
-1.1112705,37.700012,0,1,1,2,4,4,5,0,7,4,1,6,6,13,13,cooking teachers
-93.68078,-33.185925,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,the 1990s
-78.1478,59.499233,0,0,1,1,3,1,1,2,0,2,1,5,0,4,4,the Acropolis
84.506645,55.886543,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,bonds
26.941006,-6.473775,0,1,2,1,4,4,4,6,7,0,7,5,12,7,7,repartee
76.53839,-28.690706,0,1,2,1,4,4,4,6,7,0,5,5,0,7,7,the insomniac set
-5.608743,40.997932,0,0,1,2,0,5,5,0,8,9,8,1,6,6,6,Long Island restaurateurs
-14.611021,-59.48059,0,1,1,1,3,4,4,6,7,0,1,5,0,4,14,the menagerie
-60.940346,71.5921,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Iran
33.673885,-57.068382,0,1,1,1,3,1,1,2,3,5,3,10,10,1,1,Norwegian television
10.510695,-105.776405,0,1,1,1,3,1,1,2,0,3,5,7,7,8,8,the Chinese art world
60.311966,-82.642746,0,1,2,1,3,1,1,2,0,5,0,11,11,12,12,jazz
22.545374,-54.301174,0,1,1,2,0,5,6,5,3,1,3,10,10,1,1,the fictional talk show at the center of HBOs popular Larry Sanders Show
-8.836313,80.173546,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Long Beach
51.537334,-38.83782,0,1,2,1,4,4,4,6,7,3,5,7,7,8,8,antique porcelain
-28.769775,94.304016,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,the North
13.451958,30.875847,0,1,1,1,4,4,4,6,7,4,1,5,0,4,14,the elephant world
-60.76567,60.77792,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the Sunni Muslim sect
-6.3380322,-20.981667,0,1,1,1,4,4,4,6,7,0,7,6,6,13,13,an offstage fever epidemic
-12.374501,82.66939,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Atlantic City
-62.774506,40.545837,0,0,1,2,0,5,6,5,1,1,6,4,4,0,0,the New York State Assembly
7.1493306,-49.311134,0,1,1,2,0,5,5,0,3,4,3,10,10,1,1,journalism
-12.93909,-60.187756,0,1,1,1,3,4,4,6,3,4,1,5,0,4,4,the short story
19.036816,76.89143,0,0,0,3,1,0,0,6,7,8,7,5,0,2,14,the sea
-46.743645,-5.7241936,0,1,1,2,0,5,6,5,1,4,1,4,4,5,5,poverty
-28.205378,-19.371347,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,the corporate world
-19.669796,-46.000988,0,1,1,2,3,5,5,0,3,4,1,1,1,1,1,21st century cyberspace
5.871543,39.747395,0,1,2,2,4,4,5,0,7,9,8,6,6,13,13,the competitive food circuit
-47.589653,77.08278,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Vietnam
44.24338,-34.12947,0,1,2,1,4,4,4,6,7,0,7,6,12,7,7,pop
-38.343567,37.05546,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,the Interstates
33.03912,-1.4424617,0,1,2,1,4,4,4,6,7,0,7,6,12,7,7,sleaze
-49.560726,35.122856,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,municipal finance
-14.0252495,-7.807572,0,1,1,2,4,5,5,0,3,4,1,1,1,5,5,education
-36.019505,32.120045,0,1,1,2,0,5,4,6,7,4,7,6,12,5,5,natural disasters
-17.23558,11.080982,0,1,1,2,0,5,6,5,1,4,1,5,0,5,5,religion
-74.69474,58.782085,0,1,1,1,0,3,6,5,1,4,1,5,0,4,4,ancient Judaism
26.162756,34.5126,0,1,2,1,4,4,4,6,7,4,7,5,0,7,7,space travel
-49.39475,76.705475,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,East Timor
-36.525425,38.63009,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,commuter railroads
5.109187,-98.28496,0,1,2,1,4,1,1,2,0,3,5,7,7,8,8,sculptures
-62.627666,67.53746,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Palestine
-86.61751,-23.664244,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,1903
17.300121,-69.16046,0,1,1,1,3,1,1,2,3,5,5,5,0,1,7,reenactment
-18.783947,48.06727,0,0,0,1,1,4,4,7,6,2,9,5,0,3,3,the playground
-61.810596,70.757866,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Syria
2.645339,2.8627687,0,1,1,1,3,4,4,6,3,4,1,5,0,4,4,the socially graceless male
71.9806,-86.05368,0,1,2,1,4,4,4,6,0,5,0,11,11,12,12,the harp
-7.480696,16.300606,0,1,1,1,3,4,4,6,3,4,1,5,0,4,4,the Farsispeaking world
50.83605,12.692716,0,1,2,1,4,4,4,6,7,0,7,6,12,13,14,dogs
41.764175,9.808743,0,1,2,0,2,2,2,3,5,0,7,6,12,7,14,jumpers
-72.489555,3.6116745,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the war
30.437408,36.703358,0,0,0,3,1,0,0,6,7,0,7,6,12,13,7,weather
9.309093,-6.63862,0,1,2,2,4,4,4,6,7,0,7,5,12,7,7,hate
29.199123,48.492447,0,1,2,1,4,4,4,6,7,0,7,6,12,7,7,floats
-49.75868,81.53747,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Korea
75.49348,-68.0584,0,1,1,1,3,1,1,2,0,5,0,11,11,12,12,modern dance
-14.179201,-14.641585,0,1,1,2,0,5,6,5,1,1,1,4,4,5,5,public shows of faith
-104.32683,-36.57511,0,1,2,1,3,3,3,1,4,7,4,0,5,10,10,1994
3.681581,-45.40068,0,1,1,2,3,1,5,0,3,4,8,10,1,1,1,publishing
88.42707,0.29530853,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,racing
-29.566032,80.25601,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Odessa
48.676544,16.737566,0,1,2,1,4,4,4,6,7,0,7,6,12,13,14,Beaver
87.00236,31.63766,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,hockey in the former Soviet Union
83.418175,-32.487694,0,1,2,0,2,2,2,3,5,6,10,9,9,11,11,the sports set
11.211297,73.92537,0,1,1,1,4,4,4,6,7,0,1,5,0,4,14,the Sahara of the Bozart
-23.330523,-74.45995,0,1,1,1,3,1,1,2,0,3,1,10,5,4,4,postwar American poetry
-24.64682,-18.185307,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,the clubdate business
41.280106,2.4897823,0,1,2,0,4,4,5,0,8,0,5,6,12,7,7,mens suits
-0.80363756,-50.522423,0,1,2,2,4,4,4,6,7,0,7,5,0,7,7,the Bs
-38.579304,68.93765,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Lahore
-9.009619,69.498215,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,the western Hamptons
-58.106884,85.88697,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Patagonia
-33.818756,-24.5165,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,minority business
-13.361095,70.053,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Hoboken
89.04025,3.5116065,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,the harness track
-29.252268,-28.396776,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,a business that is capturing an increasingly mainstream following
-49.32499,-59.458138,0,1,1,1,3,3,3,1,3,7,3,10,10,1,1,the younger viewers
-19.32056,63.876522,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,the Lower East Side
-59.401913,4.14296,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,the conservative movement
-77.692696,30.072065,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,African politics
-25.288908,80.27791,0,0,0,3,1,0,0,7,6,2,9,9,9,9,9,Liverpool
-59.739857,36.03803,0,0,1,2,0,5,6,5,1,1,6,4,4,0,0,Vermont politics
24.46229,-85.379616,0,1,2,1,4,1,1,2,3,3,5,7,7,1,1,animation
71.03831,23.7409,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,fantasy sports
-53.834812,91.819824,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,France
40.663445,-86.98746,0,1,1,1,3,1,1,2,0,5,0,11,11,12,12,opera production
-93.89179,-30.542862,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,the 80s and 90s
80.671196,52.72607,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,baseballs new era
32.05965,6.7012105,0,1,2,1,4,4,4,6,7,0,7,5,0,7,14,his own Ponderosa
-69.28913,16.139439,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,national security advisers
23.205347,-55.94848,0,1,2,0,2,1,1,2,3,5,3,10,10,1,1,gameshow hosts
-57.754017,0.2755719,0,1,1,1,3,3,3,1,4,7,1,0,5,4,4,the sexual revolution
-17.579151,58.697628,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,the Grand Concourse
12.421361,32.596764,0,1,1,1,4,4,4,6,7,4,1,5,0,4,14,the wild bird world
68.21966,51.49819,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,college football
-2.5985358,-38.047394,0,1,1,2,4,4,5,0,8,9,8,1,1,6,6,developers
-27.687195,-70.76991,0,1,1,1,3,1,1,2,3,4,1,10,10,4,4,Brazilian literature
6.7533226,75.09344,0,0,0,3,1,0,0,7,7,0,7,5,0,7,14,FirstBrother Land
35.33573,-9.796934,0,1,2,1,4,1,5,0,8,3,5,7,7,8,8,rollercoaster designers
-28.931248,-33.663734,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,the industry
-4.571034,39.423542,0,1,1,2,4,1,5,0,8,9,8,8,6,3,13,New York chefs
-5.814579,41.06511,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,restaurateurs
25.529148,12.48765,0,1,2,1,4,4,4,6,7,0,7,5,12,7,7,Deruta
31.087494,-53.631584,0,1,1,1,3,1,1,2,3,5,3,10,10,1,1,TV guides
91.85025,3.703314,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,horse racing
-59.68581,1.9449923,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the gay movement
-62.349075,62.10288,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,Palestinian political prisoners suicide bombers politicians and clerics
40.379803,-24.637863,0,1,2,1,4,4,4,6,7,0,7,6,6,13,13,strawberries
-72.84008,2.31816,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the Civil War
-65.29137,32.21081,0,0,1,2,0,5,6,5,1,1,6,4,4,0,0,the Evangelical Republic of Massachusetts
-9.827354,23.525461,0,1,1,2,3,5,6,5,1,4,1,5,12,4,4,JapaneseAmerican life
-16.018995,70.42007,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Brooklyn
3.2821867,12.542209,0,1,1,2,4,4,4,6,7,4,7,6,12,5,5,women
-67.38699,-45.18372,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,our own times
-52.962204,-59.303795,0,1,1,2,0,5,6,5,1,7,4,0,4,5,5,the baby boomers
-0.968416,-69.03644,0,1,1,2,3,1,5,0,8,9,3,10,1,6,6,the movie industry
7.9272304,-7.8058267,0,1,2,1,4,4,4,6,7,0,7,5,0,7,7,destruction
28.285755,-6.551853,0,1,2,1,4,4,4,6,7,0,7,5,12,7,7,Roommatescom
47.832233,46.895866,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,sports franchises
83.20062,-32.26044,0,1,2,0,2,2,2,3,5,6,10,5,0,7,7,the soccer set
-54.583317,-13.84043,0,0,1,2,0,5,6,5,1,1,6,4,4,5,5,Death Row
9.730909,-13.867582,0,1,2,2,0,4,4,6,7,4,7,5,12,5,5,child abuse
67.82176,61.901466,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,basketball announcers
-77.367226,-36.681427,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,virtually another era
13.699036,-1.810422,0,1,2,1,4,4,4,6,7,0,7,5,0,7,7,the fire buffs world
-25.64736,-82.692055,0,1,1,1,4,4,4,6,3,4,1,10,10,4,4,science writing
-83.18993,28.04685,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,campaign finance
-29.32517,12.892867,0,1,1,1,3,4,4,5,7,0,7,5,12,5,5,war heroes
-17.867214,63.956604,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,lower Manhattan
-29.85736,-9.03877,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,financial filings
6.422229,-50.47962,0,1,1,2,0,5,6,5,3,1,3,10,10,1,1,American journalism
-20.124249,-77.111084,0,1,1,1,3,1,1,2,3,4,1,10,10,4,4,literature
16.018303,-96.15598,0,1,1,1,4,1,1,0,0,3,5,7,7,8,8,painters
-66.055214,-1.3989803,0,1,1,2,0,5,6,5,1,1,1,5,4,5,5,our movement
16.828754,-7.594358,0,1,2,1,4,4,4,6,7,0,5,5,7,7,7,color
36.622955,48.598186,0,1,2,0,4,4,4,6,7,0,7,6,12,13,14,hunting and fishing
-57.69581,34.661713,0,0,1,2,0,5,6,5,1,1,6,4,4,0,0,Louisiana politics
-9.265927,73.81366,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Torrington
28.766178,48.879845,0,1,2,1,4,4,4,6,7,0,7,5,0,7,7,Big Waves
-46.856632,86.45316,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,us
6.7758355,-48.899673,0,1,1,2,0,5,6,5,3,4,3,10,10,1,1,daily journalism
56.862415,13.350886,0,1,2,0,2,2,2,3,5,6,10,3,3,11,14,racehorses
-29.180492,-25.070213,0,1,1,2,4,5,5,0,8,9,8,1,1,6,6,the hair care business
-20.848835,60.772297,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,10 Downing Street
-23.533142,-22.414965,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,public relations
14.5540285,-101.07261,0,1,1,1,4,1,1,2,0,3,5,7,7,8,8,modern tattooing
65.14752,23.611244,0,1,2,0,2,2,2,3,5,6,10,5,0,7,7,bridge
-76.186844,60.157753,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,ancient Egypt
-10.531298,74.36236,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Bridgeport
-85.181305,-22.954515,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,the 1840s
-48.67988,20.595724,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,legislators
-60.561584,97.540436,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,his country
46.119236,34.774803,0,1,2,1,2,4,4,3,7,0,7,9,12,9,9,the Wailers
58.858192,35.72028,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,this team
19.911505,-100.37295,0,1,1,1,3,1,1,2,0,3,5,7,7,8,8,Jewish illustrators of the time
-102.224075,-36.70611,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,1990
-11.255965,99.733765,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Indiana
76.64894,-65.072495,0,1,1,1,3,1,1,2,0,5,0,11,11,12,12,20thcentury choreography
-61.723778,84.34123,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,the West Indies
46.91168,30.848003,0,1,2,1,3,4,4,6,7,0,7,11,11,7,12,the Ramones
18.295761,77.15657,0,0,0,3,1,0,0,4,2,8,7,2,2,2,14,the oceans
0.58605534,86.94865,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,CUNY
-32.060024,47.023468,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,the whole neighborhood
3.373121,87.322495,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,Georgia Tech
22.342976,11.893938,0,1,2,1,4,4,4,6,7,0,7,5,12,7,7,comedydrama
87.803085,28.917107,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,the Olympic hockey tournament
57.617104,47.64101,0,0,2,0,2,2,2,3,5,6,10,9,9,9,9,New York baseball
19.202606,-95.66917,0,1,1,1,3,1,1,0,0,3,5,7,7,8,8,commercial artists
89.082085,6.4254065,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,track
-46.791664,87.80577,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,the US
-58.214954,-65.115746,0,1,2,1,3,3,3,1,4,7,4,0,5,10,10,the Dragonball Z generation
-3.921311,51.86389,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,club land
85.64812,33.351154,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,womens hockey
-57.997208,1.4208839,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the womens movement in the 1970s
-2.5015047,-73.490364,0,1,1,1,3,1,1,2,3,5,3,10,10,1,1,Malayalamlanguage films
53.509552,-86.895874,0,1,1,1,3,1,1,2,0,5,0,11,11,12,12,the music world
15.945206,-97.79632,0,1,1,1,4,1,5,0,8,3,5,7,7,8,8,Painters Ltd
-18.563503,-7.3861017,0,1,1,2,0,5,6,5,1,4,1,4,4,5,5,an ethics professor
56.05715,13.136258,0,1,2,0,4,4,4,6,7,0,7,6,12,13,14,horses
5.722101,16.199104,0,1,2,1,4,4,4,6,7,0,7,5,12,7,7,the poor boys
-93.96256,-31.902372,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,the Nineties
68.2397,62.450966,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,football announcers
88.609886,-1.0206286,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,BMX racing
34.707184,-29.536892,0,1,2,1,4,4,4,6,7,0,7,6,6,13,13,French sweets
89.6196,1.7991265,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,harness racing
42.8516,24.869438,0,1,2,1,4,4,4,6,7,0,7,5,0,13,14,the pumpkins
82.611496,-35.30198,0,1,2,1,4,4,4,6,7,0,5,3,0,7,7,the trotting set
11.554208,-103.14189,0,1,1,1,3,1,1,0,8,3,5,7,7,8,8,the art museum directors world
-83.90185,-19.342789,0,1,1,1,3,3,3,1,4,7,4,0,5,4,4,the Middle Ages
-73.8539,15.303777,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,American foreign policy
1.727463,-11.320669,0,1,1,1,4,4,4,6,3,4,1,5,0,1,7,content
48.40471,36.33111,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,the Dolphins
-33.690407,-21.839521,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,private equity
-65.395355,32.122757,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,the Federalist Society
49.59109,39.36226,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,the Oakland As
51.68716,-75.18768,0,1,2,1,3,1,1,2,0,5,0,11,11,12,12,rap
-34.262882,75.14067,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,Stalingrad
49.59792,-72.97047,0,1,1,1,3,1,1,2,0,5,0,11,11,12,12,pop music
54.861595,-86.6917,0,1,1,1,3,1,1,2,0,5,0,11,11,12,12,the black music world
-7.8243494,-47.50286,0,1,1,1,3,4,4,6,3,4,3,5,0,1,1,the small screen
-30.44262,-27.884119,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,the direct mail business
68.437965,-26.11742,0,1,1,1,4,4,4,6,7,4,7,5,0,7,7,new ideas
87.35827,15.196281,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,Nordic skiing
2.923903,-79.60244,0,1,1,1,3,1,1,2,3,5,3,10,10,1,1,activist cinema
-7.7692113,-0.35001957,0,1,2,2,4,4,4,6,7,4,7,6,6,13,13,microbiology
-43.73489,7.2678514,0,1,1,2,0,5,6,5,1,1,1,5,4,5,5,his people of the Asian Indian community
-49.581577,19.093801,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,civil rights lobbyists
28.197296,-54.772247,0,1,2,1,3,1,1,2,3,4,3,10,10,1,1,TV
61.05031,-4.865946,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,debate preparation
3.4914494,87.37739,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,the Wolverine state
21.530594,-38.458595,0,1,2,1,4,4,4,6,7,3,5,7,7,8,8,decorating
-61.61441,86.98812,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Haiti
-37.645313,-29.331587,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,the auto industry
76.13501,61.976078,0,1,2,0,2,2,2,3,5,6,10,9,9,9,9,point guards
84.60771,15.627679,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,skateboarding
-50.024643,24.455948,0,1,1,2,0,5,6,5,1,1,6,4,4,0,0,tax increasers
93.61318,-2.021378,0,0,2,0,2,2,2,3,5,6,10,3,3,11,11,Daytona
75.87011,0.21018463,0,1,1,1,4,1,5,0,8,9,5,7,7,6,6,antiques collectors
-57.331127,-59.965286,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,my generation
29.396847,20.863129,0,1,2,1,4,4,4,6,7,0,7,5,0,13,14,the rodent
69.18292,-89.794,0,1,2,1,4,1,1,2,0,5,0,11,11,12,12,synthesizers
-28.135843,-47.853386,0,1,1,1,3,1,1,2,3,4,3,10,10,1,1,media culture
-28.57735,-33.435078,0,1,1,2,3,5,5,0,8,9,8,1,1,6,6,this industry
78.95302,12.540914,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,boxing
29.879568,47.77414,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,diving
-18.46,-36.24416,0,1,1,2,4,5,5,0,8,9,8,1,1,6,6,management in Digital
57.724068,-14.084133,0,1,2,0,2,2,2,3,5,4,10,5,0,7,7,the game
-29.093767,1.9688911,0,1,1,2,0,5,5,0,8,9,8,4,4,5,5,bureaucrats
-38.548306,47.089058,0,0,0,3,1,0,0,7,6,2,1,6,6,13,14,rural life
-10.336786,70.81114,0,0,0,3,1,0,0,7,6,2,9,8,8,3,3,East Hampton
-4.9616036,37.413555,0,1,1,2,4,4,5,0,8,9,8,6,6,13,13,chefs
-88.223625,-27.241693,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,the 1920s
-23.991194,-31.63906,0,1,1,2,3,1,5,0,8,9,8,7,7,6,6,the fashion world
41.30992,-44.110344,0,1,1,1,3,3,3,1,4,7,4,0,5,10,10,the geriatric set
76.78678,38.19606,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,darts
-4.4257445,-65.70113,0,1,1,1,3,1,1,2,3,4,1,10,10,1,1,the cartoon world
-42.852665,-18.56734,0,1,1,2,0,5,5,0,8,9,8,1,1,6,6,the newissue market in 1995
-30.290247,13.1882105,0,1,1,1,3,4,4,5,7,0,7,5,0,5,5,the regiment
31.762835,15.809736,0,1,2,1,4,4,4,6,7,0,7,5,0,7,14,the digerati
-30.28854,-47.37297,0,1,1,1,3,1,1,2,3,4,1,0,5,4,4,the counterculture
-60.812103,62.17009,0,1,1,2,0,5,6,5,1,1,6,4,12,5,5,the Arabs
0.6280122,-68.67351,0,1,1,2,3,1,5,0,8,9,3,10,10,6,6,Hollywood Inc
-50.389175,28.709656,0,1,1,2,0,5,6,5,1,1,6,4,4,5,5,the urban education war
4.4546947,-10.704383,0,1,1,2,4,4,4,6,3,4,1,5,0,5,7,conversation
-77.30115,59.00758,0,1,1,1,3,3,3,1,4,7,4,0,5,4,4,Rome in the first century BC
-61.283005,76.418564,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,Africa
18.345125,-18.193222,0,1,2,2,4,4,4,6,7,4,1,5,0,5,5,discipline
-15.247907,-75.11278,0,1,1,1,3,1,1,2,3,4,3,10,10,1,1,writers
57.08705,-19.45446,0,1,2,0,2,2,2,3,5,6,10,11,11,7,12,the collegerock circuit
62.095684,41.375603,0,1,2,0,2,2,2,3,5,6,10,3,3,11,11,this meet
17.094242,-34.58226,0,0,1,2,3,1,1,7,6,3,5,7,7,8,8,American architecture
10.881273,-19.389452,0,1,2,1,4,4,4,6,7,0,7,5,12,7,7,punctuation marks
26.481205,-34.70445,0,1,1,1,4,4,4,6,7,4,1,5,0,7,7,weddingdom
7.8213916,-102.886765,0,1,1,1,3,1,1,2,0,3,5,7,7,8,8,folk art
-25.552584,93.93722,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,the South
-49.943237,83.81193,0,0,0,3,1,0,0,4,2,8,2,2,2,2,2,North Korea
-61.759415,-38.76583,0,1,2,1,4,4,4,6,7,0,7,5,0,7,7,my life
