	label	article	year	article_id	src_wiki_id	sent	annotated	source	modifier	target	full_target_name	trg_wiki_id
1253	1	nyt_corpus_1996.har/11/03/0887445.xml	1996.0	887445.0	Q41921	She has been the Rosa Parks of the gay and lesbian movement in Queens,'' said Mr. Dromm, co-chairman of the Queens Lesbian and Gay Pride Committee.	|She| has been the *Rosa Parks* of /the gay and lesbian movement in Queens/,'' said Mr. Dromm, co-chairman of the Queens Lesbian and Gay Pride Committee.	Rosa Parks	the gay and lesbian movement in Queens	She	Jeanne Manford	Q2912556
1254	1	nyt_corpus_1988.har/03/10/0126299.xml	1988.0	126299.0	Q3308441	I'm sort of like an Ann Landers for the feet.''	|I|'m sort of like an *Ann Landers* for /the feet/.''	Ann Landers	the feet	I	Jeanne Sallman	
1255	1	nyt_corpus_1988.har/09/11/0178517.xml	1988.0	178517.0	Q209518	No such distinction is made for women, and so Jeannie Longo of France, the Wayne Gretzky of women's cycling, will compete in the Games, as a heavy favorite.	No such distinction is made for women, and so |Jeannie Longo of France|, the *Wayne Gretzky* of /women's cycling/, will compete in the Games, as a heavy favorite.	Wayne Gretzky	women's cycling	Jeannie Longo of France	Jeannie Longo	Q233834
1256	1	nyt_corpus_1992.har/12/13/0576218.xml	1992.0	576218.0	Q5284	I'M the Bill Gates of computer culture, says Jeff Armstrong, who's been satirizing the Microsoft chairman and lesser members of the industry for six years as one of the world's first high-tech comedians.	|I|'M the *Bill Gates* of /computer culture/, says Jeff Armstrong, who's been satirizing the Microsoft chairman and lesser members of the industry for six years as one of the world's first high-tech comedians.	Bill Gates	computer culture	I	Jeff Armstrong	
1257	1	nyt_corpus_2003.har/04/13/1480317.xml	2003.0	1480317.0	Q128121	And so by the time Jeff met Mara, in 1997, he was a wizened rock star, the Mick Jagger of digital media.	And so by the time Jeff met Mara, in 1997, |he| was a wizened rock star, the *Mick Jagger* of /digital media/.	Mick Jagger	digital media	he	Jeff Einstein	
1258	1	nyt_corpus_1997.har/06/09/0935919.xml	1997.0	935919.0	Q10993	Jeff Gordon is considered the Tiger Woods of Nascar, if only for his success at a relatively young age (25).	|Jeff Gordon| is considered the *Tiger Woods* of /Nascar/, if only for his success at a relatively young age (25).	Tiger Woods	Nascar	Jeff Gordon	Jeff Gordon	Q313565
1259	1	nyt_corpus_1993.har/01/06/0581156.xml	1993.0	581156.0	Q128121	I feel like the Mick Jagger of the 5-to-11 set, he said.	|I| feel like the *Mick Jagger* of /the 5-to-11 set/, he said.	Mick Jagger	the 5-to-11 set	I	Jeff Moss	Q3765200
1260	1	nyt_corpus_2000.har/03/12/1183194.xml	2000.0	1183194.0	Q10993	A graduate of Ithaca College, Mr. Spidal is the Tiger Woods of the B Division.	A graduate of Ithaca College, |Mr. Spidal| is the *Tiger Woods* of /the B Division/.	Tiger Woods	the B Division	Mr. Spidal	Jeff Spidal	
1261	1	nyt_corpus_1991.har/06/09/0451475.xml	1991.0	451475.0	Q2489036	The most compelling performance was that of Mr. Weiss, a Zaza for the ancien regime, progressively transforming himself over the course of the evening into the ghastly porcelain figurine who wound up dancing decorously with Casanova at the ball.	The most compelling performance was that of |Mr. Weiss|, a *Zaza* for /the ancien regime/, progressively transforming himself over the course of the evening into the ghastly porcelain figurine who wound up dancing decorously with Casanova at the ball.	Zaza	the ancien regime	Mr. Weiss	Jeff Weiss	Q6175246
1262	1	nyt_corpus_2005.har/06/22/1682062.xml	2005.0	1682062.0	Q22686	EVEN with his 24 restaurants in nine cities from London to Los Angeles, even with his four homes, his private jet and his television appearances -- even though he can rightfully claim the title of being the Donald Trump of the restaurant world -- Jeffrey Chodorow does not seem a very happy man.	EVEN with his 24 restaurants in nine cities from London to Los Angeles, even with his four homes, his private jet and his television appearances -- even though |he| can rightfully claim the title of being the *Donald Trump* of /the restaurant world/ -- Jeffrey Chodorow does not seem a very happy man.	Donald Trump	the restaurant world	he	Jeffrey Chodorow	Q6175906
1263	1	nyt_corpus_2006.har/06/04/1766638.xml	2006.0	1766638.0	Q217037	JEFFREY CHODOROW is the Jerry Bruckheimer of restaurants.	|JEFFREY CHODOROW| is the *Jerry Bruckheimer* of /restaurants/.	Jerry Bruckheimer	restaurants	JEFFREY CHODOROW	JEFFREY CHODOROW	Q6175906
1264	1	nyt_corpus_2006.har/09/08/1788300.xml	2006.0	1788300.0	Q1001	My favorite,'' he said as he recalled one note, ''was that I was 'the Gandhi of Portland.'	My favorite,'' he said as he recalled one note, ''was that |I| was 'the *Gandhi* of /Portland/.'	Gandhi	Portland	I	Jeffrey L. Rogers	
1265	1	nyt_corpus_1995.har/08/13/0782306.xml	1995.0	782306.0	Q2263	I think of him as the Tom Hanks of money management, he said.	I think of |him| as the *Tom Hanks* of /money management/, he said.	Tom Hanks	money management	him	Jeffrey N. Vinik	Q6176326
1266	1	nyt_corpus_1998.har/06/28/1027911.xml	1998.0	1027911.0	Q214477	Ten years later, Mr. Schneekloth is not only the owner of Jeffrey's, one of the more notable restaurants at the shore, he is also the Julia Child of this thriving community, the owner of a cooking studio whose enrollment has swelled from 50 to 400 students.	Ten years later, Mr. Schneekloth is not only the owner of Jeffrey's, one of the more notable restaurants at the shore, |he| is also the *Julia Child* of /this thriving community/, the owner of a cooking studio whose enrollment has swelled from 50 to 400 students.	Julia Child	this thriving community	he	Jeffrey Schneekloth	
1267	1	nyt_corpus_2003.har/08/15/1512043.xml	2003.0	1512043.0	Q727418	Jeremy Pelt is the new straight-ahead jazz trumpeter to whom everyone's paying attention, in essence the Nicholas Payton of the new decade.	|Jeremy Pelt| is the new straight-ahead jazz trumpeter to whom everyone's paying attention, in essence the *Nicholas Payton* of /the new decade/.	Nicholas Payton	the new decade	Jeremy Pelt	Jeremy Pelt	Q1687614
1268	1	nyt_corpus_1995.har/08/29/0785565.xml	1995.0	785565.0	Q3431786	Dr. Oziel became the Mark Fuhrman of the Menendez trial, his own character and past stealing the limelight much as those of Detective Fuhrman have in the Simpson trial.	|Dr. Oziel| became the *Mark Fuhrman* of /the Menendez trial/, his own character and past stealing the limelight much as those of Detective Fuhrman have in the Simpson trial.	Mark Fuhrman	the Menendez trial	Dr. Oziel	Jerome L. Oziel	
1269	1	nyt_corpus_2002.har/10/20/1433258.xml	2002.0	1433258.0	Q103949	Robbins himself was a master of baggy-pants comedy in his Broadway days, and had it suited him, he probably could have become the Buster Keaton of ballet as well.	Robbins himself was a master of baggy-pants comedy in his Broadway days, and had it suited him, |he| probably could have become the *Buster Keaton* of /ballet/ as well.	Buster Keaton	ballet	he	Jerome Robbins	Q353019
1270	1	nyt_corpus_1996.har/06/09/0856237.xml	1996.0	856237.0	Q313697	He's the Ross Perot of East Hampton, said Bruce Moore, owner of Bruce's Seafood market.	|He|'s the *Ross Perot* of /East Hampton/, said Bruce Moore, owner of Bruce's Seafood market.	Ross Perot	East Hampton	He	Jerry Della Femina	Q6183474
1271	1	nyt_corpus_2005.har/01/03/1639329.xml	2005.0	1639329.0	Q318503	Imagine what it is like for Parcells, having to look every morning at Jerry Jones, the Mark Cuban of football owners before there was a Mark Cuban.	Imagine what it is like for Parcells, having to look every morning at |Jerry Jones|, the *Mark Cuban* of /football owners/ before there was a Mark Cuban.	Mark Cuban	football owners	Jerry Jones	Jerry Jones	Q1280022
1272	1	nyt_corpus_1997.har/08/06/0948730.xml	1997.0	948730.0	Q220210	Jerry Jones, the George Steinbrenner of pro football owners, thought he had brought law and order to his Dallas Cowboys.	|Jerry Jones|, the *George Steinbrenner* of /pro football owners/, thought he had brought law and order to his Dallas Cowboys.	George Steinbrenner	pro football owners	Jerry Jones	Jerry Jones	Q1280022
1273	1	nyt_corpus_2001.har/08/21/1318870.xml	2001.0	1318870.0	Q242936	Those near misses have earned him the joking title of the Susan Lucci of illustrators.	Those near misses have earned |him| the joking title of the *Susan Lucci* of /illustrators/.	Susan Lucci	illustrators	him	Jerry Pinkney	Q6184250
1274	1	nyt_corpus_1993.har/07/23/0623442.xml	1993.0	623442.0	Q40912	"After explaining that ""all the material has been satirized for your protection,"" Mr. Maher introduces his guests: the comics Larry Miller and Jerry Seinfeld (""the Frank Sinatra of nouveau comedians""); Robin Quivers, the longtime partner of the shock radio and television personality Howard Stern; and, from out of left -- or perhaps right -- field, the political consultant Ed Rollins."	"After explaining that ""all the material has been satirized for your protection,"" Mr. Maher introduces his guests: the comics Larry Miller and |Jerry Seinfeld| (""the *Frank Sinatra* of /nouveau comedians/""); Robin Quivers, the longtime partner of the shock radio and television personality Howard Stern; and, from out of left -- or perhaps right -- field, the political consultant Ed Rollins."	Frank Sinatra	nouveau comedians	Jerry Seinfeld	Jerry Seinfeld	Q215506
1275	1	nyt_corpus_1992.har/01/26/0503425.xml	1992.0	503425.0	Q315487	Then there's Jerry Tarkanian, the bald, towel-chewing coach at the University of Nevada-Las Vegas whose vision of populating the desert with jump-shooting urban nomads has made him, to the National Collegiate Athletic Association, the Bugsy Siegel of basketball.	Then there's Jerry Tarkanian, the bald, towel-chewing coach at the University of Nevada-Las Vegas whose vision of populating the desert with jump-shooting urban nomads has made |him|, to the National Collegiate Athletic Association, the *Bugsy Siegel* of /basketball/.	Bugsy Siegel	basketball	him	Jerry Tarkanian	Q336104
1276	1	nyt_corpus_2006.har/03/19/1747872.xml	2006.0	1747872.0	Q958489	There's a little entertainment to be found in imagining Jerry Vale as the Justin Guarini of his day, but this quickly palls.	There's a little entertainment to be found in imagining |Jerry Vale| as the *Justin Guarini* of /his day/, but this quickly palls.	Justin Guarini	his day	Jerry Vale	Jerry Vale	Q764622
1277	1	nyt_corpus_1990.har/04/10/0342368.xml	1990.0	342368.0	Q430714	Does he ever fear becoming the Al Smith of black political history, who blazes the trail but never makes it to the final destination?	Does |he| ever fear becoming the *Al Smith* of /black political history/, who blazes the trail but never makes it to the final destination?	Al Smith	black political history	he	Jesse Jackson	Q310586
1278	1	nyt_corpus_2003.har/11/09/1534201.xml	2003.0	1534201.0	Q153032	In the seven months of virtual silence since her rescue from a Nasiriya hospital, she has become the Mona Lisa of ''Operation Iraqi Freedom.''	In the seven months of virtual silence since her rescue from a Nasiriya hospital, |she| has become the *Mona Lisa* of ''/Operation Iraqi Freedom/.''	Mona Lisa	Operation Iraqi Freedom	she	Jessica Lynch	Q254018
1279	1	nyt_corpus_2007.har/02/18/1826948.xml	2007.0	1826948.0	Q122634	Cocktails and Kitsch  For more kitschy good times, head to Malverde (Amsterdam at Teotihuacán, Condesa; 52-5584-0486), named after Jesús Malverde, venerated as the Robin Hood of Mexico.	Cocktails and Kitsch  For more kitschy good times, head to Malverde (Amsterdam at Teotihuacán, Condesa; 52-5584-0486), named after |Jesús Malverde|, venerated as the *Robin Hood* of /Mexico/.	Robin Hood	Mexico	Jesús Malverde	Jesús Malverde	Q1375520
1280	1	nyt_corpus_1998.har/03/21/1003664.xml	1998.0	1003664.0	Q213550	He was the Billy Graham of the hair care business,'' said Sue Rafaj, a former Revlon marketing executive.	|He| was the *Billy Graham* of /the hair care business/,'' said Sue Rafaj, a former Revlon marketing executive.	Billy Graham	the hair care business	He	Jheri Redding	Q6065512
1281	1	nyt_corpus_2005.har/09/11/1701109.xml	2005.0	1701109.0	Q40523	If Ms. Clayburgh was the Julia Roberts of the late 1970's, Gabriel Byrne might be described as the Humphrey Bogart of the early 1990's.	If |Ms. Clayburgh| was the *Julia Roberts* of /the late 1970's/, Gabriel Byrne might be described as the Humphrey Bogart of the early 1990's.	Julia Roberts	the late 1970's	Ms. Clayburgh	Jill Clayburg	Q230665
1282	1	nyt_corpus_2004.har/09/25/1613944.xml	2004.0	1613944.0	Q205721	Todd Rundgren, who produced ''Things Here Are Different,'' raised the stakes, proclaiming her ''a Joni Mitchell for the 90's.''	Todd Rundgren, who produced ''Things Here Are Different,'' raised the stakes, proclaiming |her| ''a *Joni Mitchell* for /the 90's/.''	Joni Mitchell	the 90's	her	Jill Sobule	Q520324
1283	1	nyt_corpus_2002.har/04/28/1387699.xml	2002.0	1387699.0	Q325487	The show's main host is Jim Cantore, whose intense, in-the-field storm reporting has, in weather circles, earned him the title ''the Mike Wallace of meteorology.''	The show's main host is Jim Cantore, whose intense, in-the-field storm reporting has, in weather circles, earned |him| the title ''the *Mike Wallace* of /meteorology/.''	Mike Wallace	meteorology	him	Jim Cantore	Q6194033
1284	1	nyt_corpus_2000.har/01/24/1171146.xml	2000.0	1171146.0	Q2263	I am the Tom Hanks of the Golden Globes.''	|I| am the *Tom Hanks* of /the Golden Globes/.''	Tom Hanks	the Golden Globes	I	Jim Carrey	Q40504
1285	1	nyt_corpus_1999.har/06/20/1116779.xml	1999.0	1116779.0	Q211731	The ubiquitous hedge-fund manager Jim Cramer, the Timothy Leary of the hour, would later draw a line that transcended generation: ''In my business, there are two kinds of people, those who make money and those who critique those who make money.''	The ubiquitous hedge-fund manager |Jim Cramer|, the *Timothy Leary* of /the hour/, would later draw a line that transcended generation: ''In my business, there are two kinds of people, those who make money and those who critique those who make money.''	Timothy Leary	the hour	Jim Cramer	Jim Cramer	Q6446228
1286	1	nyt_corpus_1992.har/05/14/0528618.xml	1992.0	528618.0	Q131545	"Over the past two years, Governor Florio has become the Harry Houdini of state government, he said, ""inventing one trick after another to disguise massive overspending."	"Over the past two years, |Governor Florio| has become the *Harry Houdini* of /state government/, he said, ""inventing one trick after another to disguise massive overspending."	Harry Houdini	state government	Governor Florio	Jim Florio	Q885569
1287	1	nyt_corpus_1993.har/03/07/0594507.xml	1993.0	594507.0	Q46636	"Jim Florio ""the Jack Kevorkian of economic development."""	"|Jim Florio| ""the *Jack Kevorkian* of /economic development/."""	Jack Kevorkian	economic development	Jim Florio	Jim Florio	Q885569
1288	1	nyt_corpus_1990.har/09/30/0387764.xml	1990.0	387764.0	Q170779	Jim Grant, the editor of Grant's Interest Rate Observer and the Cassandra of financial markets in the late 1980's, notes that the plunging Japanese stock market is slashing bank capital in Tokyo, since banks have been allowed to count unrealized stock market gains as equity.	|Jim Grant|, the editor of Grant's Interest Rate Observer and the *Cassandra* of /financial markets in the late 1980's/, notes that the plunging Japanese stock market is slashing bank capital in Tokyo, since banks have been allowed to count unrealized stock market gains as equity.	Cassandra	financial markets in the late 1980's	Jim Grant	Jim Grant	Q6134868
1289	1	nyt_corpus_1993.har/01/24/0585384.xml	1993.0	585384.0	Q41421	Bills offensive coordinator Ted Marchibroda calls quarterback Jim Kelly the Michael Jordan of the Buffalo team.	Bills offensive coordinator Ted Marchibroda calls |quarterback Jim Kelly| the *Michael Jordan* of /the Buffalo team/.	Michael Jordan	the Buffalo team	quarterback Jim Kelly	Jim Kelly	Q127819
1290	1	nyt_corpus_1990.har/03/11/0333601.xml	1990.0	333601.0	Q893138	Call Mr. Lehrer the Booth Tarkington of Oklahoma.	Call |Mr. Lehrer| the *Booth Tarkington* of /Oklahoma/.	Booth Tarkington	Oklahoma	Mr. Lehrer	Jim Lehrer	Q931148
1291	1	nyt_corpus_1997.har/12/07/0978705.xml	1997.0	978705.0	Q968798	Jim Leyland is becoming the Paul Brown of baseball managers.	|Jim Leyland| is becoming the *Paul Brown* of /baseball managers/.	Paul Brown	baseball managers	Jim Leyland	Jim Leyland	Q2746376
1292	1	nyt_corpus_1992.har/07/22/0544528.xml	1992.0	544528.0	Q943107	If Mr. McKay presented himself as the Lowell Thomas of the Olympics, Mr. Costas will be more like the guide on Disney's Jungle Ride.	If |Mr. McKay| presented himself as the *Lowell Thomas* of /the Olympics/, Mr. Costas will be more like the guide on Disney's Jungle Ride.	Lowell Thomas	the Olympics	Mr. McKay	Jim McKay	Q1387173
1293	1	nyt_corpus_1994.har/09/11/0711422.xml	1994.0	711422.0	Q1383354	Jim McMahon is a Harry Callahan for the information age.	|Jim McMahon| is a *Harry Callahan* for /the information age/.	Harry Callahan	the information age	Jim McMahon	Jim McMahon	
1294	1	nyt_corpus_2001.har/07/04/1306712.xml	2001.0	1306712.0	Q1511	The weekly L'Espresso, in an appreciation, called him ''the Wagner of Rock.''	The weekly L'Espresso, in an appreciation, called |him| ''the *Wagner* of /Rock/.''	Wagner	Rock	him	Jim Morrison	Q44301
1295	1	nyt_corpus_1998.har/10/27/1057308.xml	1998.0	1057308.0	Q731168	Jimmy Behr, a 51-year-old Staten Island schoolteacher, is the Cal Ripken of running.	|Jimmy Behr|, a 51-year-old Staten Island schoolteacher, is the *Cal Ripken* of /running/.	Cal Ripken	running	Jimmy Behr	Jimmy Behr	
1296	1	nyt_corpus_2005.har/01/02/1639165.xml	2005.0	1639165.0	Q217557	In the process, Carter has become the Joyce Carol Oates of American ex-presidents.	In the process, |Carter| has become the *Joyce Carol Oates* of /American ex-presidents/.	Joyce Carol Oates	American ex-presidents	Carter	Jimmy Carter	Q23685
1297	1	nyt_corpus_1994.har/09/25/0714306.xml	1994.0	714306.0	Q1126679	He's become the Scarlet Pimpernel of American foreign policy, popping up to solve impossible crises, said Charles William Maynes, editor of Foreign Policy.	|He|'s become the *Scarlet Pimpernel* of /American foreign policy/, popping up to solve impossible crises, said Charles William Maynes, editor of Foreign Policy.	Scarlet Pimpernel	American foreign policy	He	Jimmy Carter	Q23685
1298	1	nyt_corpus_1992.har/08/31/0553702.xml	1992.0	553702.0	Q179051	It's kind of what makes him a Kareem Abdul-Jabbar of our sport.	It's kind of what makes |him| a *Kareem Abdul-Jabbar* of /our sport/.	Kareem Abdul-Jabbar	our sport	him	Jimmy Connors	Q53393
1299	1	nyt_corpus_1993.har/09/28/0637349.xml	1993.0	637349.0	Q762	"Because of his accomplishments as a test and stunt pilot and as a aviation engineer, he was referred to by one admirer as ""the Leonardo da Vinci of flight."""	"Because of his accomplishments as a test and stunt pilot and as a aviation engineer, |he| was referred to by one admirer as ""the *Leonardo da Vinci* of /flight/."""	Leonardo da Vinci	flight	he	Jimmy Doolittle	Q366547
1300	1	nyt_corpus_1993.har/09/29/0637435.xml	1993.0	637435.0	Q762	"Because of his accomplishments as a test and stunt pilot and as an aviation engineer, he was referred to by one admirer as ""the Leonardo da Vinci of flight."""	"Because of his accomplishments as a test and stunt pilot and as an aviation engineer, |he| was referred to by one admirer as ""the *Leonardo da Vinci* of /flight/."""	Leonardo da Vinci	flight	he	Jimmy Doolittle	Q366547
1301	1	nyt_corpus_1987.har/01/02/0000431.xml	1987.0	431.0	Q1744	Jimmy Johnson is the Madonna of college football these days.	|Jimmy Johnson| is the *Madonna* of /college football these days/.	Madonna	college football these days	Jimmy Johnson	Jimmy Johnson	Q4353509
1302	1	nyt_corpus_2002.har/11/03/1437138.xml	2002.0	1437138.0	Q298658	One longtime senior network executive says of ABC's gamble: ''To me this guy is the David Spade of late night.	One longtime senior network executive says of ABC's gamble: ''To me |this guy| is the *David Spade* of /late night/.	David Spade	late night	this guy	Jimmy Kimmel	Q4914
1303	1	nyt_corpus_2002.har/03/10/1374611.xml	2002.0	1374611.0	Q7817739	'Jimmy Neutron,'' a Tom Swift for the 21st century, lives in a town called Retroville.	|Jimmy Neutron|,'' a *Tom Swift* for /the 21st century/, lives in a town called Retroville.	Tom Swift	the 21st century	Jimmy Neutron	Jimmy Neutron	Q6200946
1304	1	nyt_corpus_1995.har/08/13/0781959.xml	1995.0	781959.0	Q303	Most of the crowd at Action Park came to see the Elvis of polka, Jimmy Sturr.	Most of the crowd at Action Park came to see the *Elvis* of /polka/, |Jimmy Sturr|.	Elvis	polka	Jimmy Sturr	Jimmy Sturr	Q4442402
1305	1	nyt_corpus_2003.har/05/18/1489974.xml	2003.0	1489974.0	Q389438	Hitting from the men's tees, Didrikson shot 84-81, missing the 36-hole cut by 14 strokes as long-hitting Jimmy Thomson, the John Daly of his day, won with a 15-under-par 273 at Griffith Park.	Hitting from the men's tees, Didrikson shot 84-81, missing the 36-hole cut by 14 strokes as |long-hitting Jimmy Thomson|, the *John Daly* of /his day/, won with a 15-under-par 273 at Griffith Park.	John Daly	his day	long-hitting Jimmy Thomson	Jimmy Thomson	Q6201418
1306	1	nyt_corpus_1998.har/05/31/1021230.xml	1998.0	1021230.0	Q106465	At the Flushing library, a quick glance inside the back cover of ''The Young Flying Fox'' -- one in a 36-volume series by Jin Yung, the John Grisham of Chinese kung fu books -- suggests how heavily used the library is.	At the Flushing library, a quick glance inside the back cover of ''The Young Flying Fox'' -- one in a 36-volume series by |Jin Yung|, the *John Grisham* of /Chinese kung fu books/ -- suggests how heavily used the library is.	John Grisham	Chinese kung fu books	Jin Yung	Jin Yung	Q180626
1307	1	nyt_corpus_1993.har/04/04/0600140.xml	1993.0	600140.0	Q173585	She is kind of the Jessica Lange of Austin: she's been romantically linked with all the cool guys.	|She| is kind of the *Jessica Lange* of /Austin/: she's been romantically linked with all the cool guys.	Jessica Lange	Austin	She	Jo Carol Pierce	Q30348226
1308	1	nyt_corpus_1999.har/02/07/1083167.xml	1999.0	1083167.0	Q873	For a quintessential supporting player like Joan Allen, who has become the Meryl Streep of that category, she seems primed for her third supporting nomination as the 50's sitcom wife in ''Pleasantville.	For a quintessential supporting player like |Joan Allen|, who has become the *Meryl Streep* of /that category/, she seems primed for her third supporting nomination as the 50's sitcom wife in ''Pleasantville.	Meryl Streep	that category	Joan Allen	Joan Allen	Q229305
1309	1	nyt_corpus_2004.har/03/14/1566280.xml	2004.0	1566280.0	Q348603	She's the Howard Stern of the red carpet,'' said Ms. Gubelmann, who first became aware of Ms. Rivers while watching her QVC sales pitch.	|She|'s the *Howard Stern* of /the red carpet/,'' said Ms. Gubelmann, who first became aware of Ms. Rivers while watching her QVC sales pitch.	Howard Stern	the red carpet	She	Joan Rivers	Q240933
1310	1	nyt_corpus_1994.har/07/10/0698493.xml	1994.0	698493.0	Q102341	"Much of the delight in the 48-year-old Ms. Lumley, a familiar actress in Britain, comes from the fact that she has played a succession of cool, glamorous, upper-class women, including a James Bond girl in the film ""On Her Majesty's Secret Service"" and a secret agent in ""The New Avengers,"" a 1976 British television series that made her a sex symbol, the Farrah Fawcett of public-school boys."	"Much of the delight in the 48-year-old Ms. Lumley, a familiar actress in Britain, comes from the fact that she has played a succession of cool, glamorous, upper-class women, including a James Bond girl in the film ""On Her Majesty's Secret Service"" and a secret agent in ""The New Avengers,"" a 1976 British television series that made |her| a sex symbol, the *Farrah Fawcett* of /public-school boys/."	Farrah Fawcett	public-school boys	her	Joanna Lumley	Q254886
1311	1	nyt_corpus_1996.har/09/16/0877682.xml	1996.0	877682.0	Q3308115	Joaquin Cortes, a 27-year-old flamenco dancer who is being marketed by his management as the equivalent of a rock star, turns out to be the Michael Clark of Spanish dance.	|Joaquin Cortes|, a 27-year-old flamenco dancer who is being marketed by his management as the equivalent of a rock star, turns out to be the *Michael Clark* of /Spanish dance/.	Michael Clark	Spanish dance	Joaquin Cortes	Joaquin Cortes	Q560978
1312	1	nyt_corpus_1990.har/01/28/0321292.xml	1990.0	321292.0	Q352	Film Weekly called him ''the Hitler of Hollywood,'' but his values were actually the values of the moguls, though they barked and fought, barked and fought.	Film Weekly called |him| ''the *Hitler* of /Hollywood/,'' but his values were actually the values of the moguls, though they barked and fought, barked and fought.	Hitler	Hollywood	him	Joe Breen	Q539866
1313	1	nyt_corpus_1995.har/09/22/0790066.xml	1995.0	790066.0	Q504455	Mr. Ezsterhas, the Andrew Dice Clay of screenwriting, bludgeons the audience with such tirelessly crude thoughts that when a group of chimps get loose in the showgirls' dressing room and all they do is defecate, the film enjoys a rare moment of good taste.	|Mr. Ezsterhas|, the *Andrew Dice Clay* of /screenwriting/, bludgeons the audience with such tirelessly crude thoughts that when a group of chimps get loose in the showgirls' dressing room and all they do is defecate, the film enjoys a rare moment of good taste.	Andrew Dice Clay	screenwriting	Mr. Ezsterhas	Joe Ezsterhas	Q220834
1314	1	nyt_corpus_1989.har/02/27/0226986.xml	1989.0	226986.0	Q79031	Joe Frazier was the Tyson of his time, but George Foreman wrecked him.	|Joe Frazier| was the *Tyson* of /his time/, but George Foreman wrecked him.	Tyson	his time	Joe Frazier	Joe Frazier	Q102301
1315	1	nyt_corpus_2000.har/10/20/1240188.xml	2000.0	1240188.0	Q55245	In the right situation, Mr. Lovano can become something like the Laurence Olivier of jazz -- a serious practitioner with no fear, a high-wire buddha who has found his own rhythm, clearly ecstatic to be doing what he's doing and using the logic of bebop harmony and every bit of his own physicality to shape his delivery.	In the right situation, |Mr. Lovano| can become something like the *Laurence Olivier* of /jazz/ -- a serious practitioner with no fear, a high-wire buddha who has found his own rhythm, clearly ecstatic to be doing what he's doing and using the logic of bebop harmony and every bit of his own physicality to shape his delivery.	Laurence Olivier	jazz	Mr. Lovano	Joe Lovano	Q540056
1316	1	nyt_corpus_1995.har/04/02/0752494.xml	1995.0	752494.0	Q1744	He was the Madonna of his time, especially by 1969, when he guaranteed a Super Bowl victory for his underdog team, and delivered.	|He| was the *Madonna* of /his time/, especially by 1969, when he guaranteed a Super Bowl victory for his underdog team, and delivered.	Madonna	his time	He	Joe Namath	Q720558
1317	1	nyt_corpus_2006.har/03/17/1747425.xml	2006.0	1747425.0	Q4766303	Joe Namath is the Ann Calvello of football,'' she once said.	|Joe Namath| is the *Ann Calvello* of /football/,'' she once said.	Ann Calvello	football	Joe Namath	Joe Namath	Q720558
1318	1	nyt_corpus_2003.har/11/16/1535891.xml	2003.0	1535891.0	Q30875	It's not for nothing that Orton was referred to as the Oscar Wilde of his time.	It's not for nothing that |Orton| was referred to as the *Oscar Wilde* of /his time/.	Oscar Wilde	his time	Orton	Joe Orton	Q368866
1319	1	nyt_corpus_1995.har/08/06/0780580.xml	1995.0	780580.0	Q8704	He already has a grand vision: he won't be merely a multimedia artist, he'll be a mogul, the Walt Disney of 21st century cyberspace.	He already has a grand vision: he won't be merely a multimedia artist, |he|'ll be a mogul, the *Walt Disney* of /21st century cyberspace/.	Walt Disney	21st century cyberspace	he	Joe Sparks	Q6212446
1320	1	nyt_corpus_1999.har/03/23/1094568.xml	1999.0	1094568.0	Q551032	Pushing hard is the ethic of Alamosa, a remote mountain city of 12,000 with a thriving runners colony built around the success of Vigil, considered the John Wooden of cross-country running.	Pushing hard is the ethic of Alamosa, a remote mountain city of 12,000 with a thriving runners colony built around the success of |Vigil|, considered the *John Wooden* of /cross-country running/.	John Wooden	cross-country running	Vigil	Joe Vigil	Q67935834
1321	1	nyt_corpus_2001.har/08/03/1314190.xml	2001.0	1314190.0	Q762	He was the Leonardo da Vinci of Jewish illustrators of the time,'' said James Snyder, the director of the Israel Museum in Jerusalem.	|He| was the *Leonardo da Vinci* of /Jewish illustrators of the time/,'' said James Snyder, the director of the Israel Museum in Jerusalem.	Leonardo da Vinci	Jewish illustrators of the time	He	Joel ben Simeon	Q71333537
1322	1	nyt_corpus_1988.har/08/08/0168974.xml	1988.0	168974.0	Q188962	That's because the James Naismith of Hoover-ball was the White House physician, Vice Admiral Joel T. Boone, who devised the game as a way to entice Hoover, who was notoriously lackadaisical about his health, into exercising.	That's because the *James Naismith* of /Hoover-ball/ was the White House physician, |Vice Admiral Joel T. Boone|, who devised the game as a way to entice Hoover, who was notoriously lackadaisical about his health, into exercising.	James Naismith	Hoover-ball	Vice Admiral Joel T. Boone	Joel T. Boone	Q6214048
1323	1	nyt_corpus_1996.har/01/31/0826614.xml	1996.0	826614.0	Q5709887	I didn't expect to be, like, the Heloise of the 90's, Mr. Green says, popping open the can of Spam.	|I| didn't expect to be, like, the *Heloise* of /the 90's/, Mr. Green says, popping open the can of Spam.	Heloise	the 90's	I	Joey Green	Q6214384
1324	1	nyt_corpus_1996.har/01/29/0826314.xml	1996.0	826314.0	Q7933536	WHEN it comes to gulling the news media, Joey Skaggs is an undisputed pro, the Willie Sutton of the counterfeit news release.	WHEN it comes to gulling the news media, |Joey Skaggs| is an undisputed pro, the *Willie Sutton* of /the counterfeit news release/.	Willie Sutton	the counterfeit news release	Joey Skaggs	Joey Skaggs	Q4160493
