pca_x,pca_y,tsne_x,tsne_y,pca_tsne_x,pca_tsne_y,umap_x,umap_y,ivis_x,ivis_y,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,label,count
0.26855278,0.737472,0.23703292,0.5308795,0.18901932,0.37054637,0.54327816,0.3586354,0.36619198,0.34523448,0,1,2,1,3,4,4,5,4,9,1,9,9,9,12,culture,1
0.21273121,0.33657718,0.057154357,0.29010874,0.3342846,0.8869213,0.81975025,0.13824916,0.41986406,0.5033654,0,1,0,1,3,4,4,5,5,0,7,10,4,13,11,Rock-and-Roll,1
0.48117518,0.37449664,0.63223314,0.18490103,0.7140612,0.47130468,0.900299,0.677717,0.21430159,0.6904981,0,1,0,1,2,3,3,1,6,8,0,8,8,8,0,Alsace wine makers,1
0.30979323,0.37606263,0.6317868,0.18503287,0.71372366,0.4714566,0.8977702,0.6787497,0.21812978,0.60323036,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,Alsatian wine makers,1
0.3297062,0.60995525,0.50629044,0.62857854,0.41464454,0.29149806,0.47564274,0.53853834,0.5573504,0.25596595,0,1,2,2,0,5,5,2,3,9,1,5,5,5,5,Scofflaws,1
0.32132754,0.62024605,0.50151956,0.6697822,0.39445725,0.26352012,0.46818477,0.5401218,0.53616,0.20031273,0,1,2,2,0,5,5,2,3,9,6,9,9,9,12,the criminal courtroom,1
0.47377583,0.5231544,0.53888065,0.13432676,0.7590642,0.4583155,0.99340194,0.6537459,0.2645998,0.6356899,0,0,2,2,0,4,6,4,2,5,4,3,3,5,4,New York City chefs,1
0.31468987,0.38903803,0.07943782,0.4642939,0.2043435,0.62885076,0.4881969,0.10895385,0.55288416,0.36625257,0,1,0,0,3,4,4,5,4,0,9,0,0,0,7,game shows,2
0.41109902,0.31152123,0.75863254,0.51093835,0.6800043,0.736256,0.34739357,0.23643957,0.62532985,0.5227809,0,1,0,0,1,1,1,0,8,1,10,1,1,1,10,bridge,1
0.50489664,0.45794183,0.70064396,0.7379371,0.9076453,0.44915673,0.37691742,0.8752452,0.33940428,0.78047574,0,1,0,1,2,3,3,1,6,8,0,8,8,8,0,the Sahara of the Bozart,1
0.35821545,0.43993288,0.31269044,0.19016832,0.23940101,0.5104961,0.6688189,0.276877,0.118848056,0.20276031,0,1,0,1,2,3,6,3,1,5,3,11,11,11,3,printer companies,2
0.490642,0.6637584,0.5183867,0.8060372,0.36422825,0.3437189,0.3210402,0.6702009,0.4673105,0.15951979,0,1,2,2,0,5,5,2,3,6,6,6,6,6,6,Nafta,1
0.19989118,0.58456373,0.24153182,0.4339333,0.082011014,0.60772675,0.5259232,0.2747312,0.22999138,0.2739634,0,1,0,1,3,4,4,5,4,9,9,0,0,0,1,first novelists,1
0.4267682,0.3176734,0.38702318,0.35150778,0.57336617,0.63262033,0.29009145,0.44593614,0.70629233,0.62116957,0,1,0,1,2,3,3,1,6,8,10,5,10,10,5,the Back 9,1
0.33318824,0.3222595,0.38703462,0.35145152,0.57571346,0.63382447,0.29399377,0.4470492,0.706041,0.56483644,0,1,0,0,1,1,3,0,8,1,1,5,10,10,5,the Back Nine,1
0.28846574,0.5329977,0.4136527,0.031707913,0.056878895,0.43025607,0.32087344,0.3502817,0.5410612,0.5255587,0,1,0,1,3,4,3,1,6,9,1,5,10,10,5,the edgy set,1
0.2321001,0.2478747,0.48552752,0.4239635,0.49230605,0.47822958,0.35849708,0.20510173,0.601858,0.43513435,0,1,0,0,2,3,3,1,6,8,10,8,1,8,10,her game,1
0.7923831,0.33411634,0.8826612,0.7017058,0.9589939,0.30951804,0.65027016,0.9258609,0.6244212,0.9063316,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,Springfield,1
0.36898804,0.7400447,0.3942724,0.57618237,0.50672793,0.23644346,0.64104074,0.6609292,0.55450827,0.1817811,0,1,2,2,0,5,5,2,3,6,6,6,6,6,12,school reform,1
0.31468987,0.31532437,0.5702133,0.28274757,0.538429,0.8398127,0.38888103,0.1506076,0.44772482,0.50532734,0,1,0,1,3,4,4,5,4,0,9,0,0,0,7,Kung Fu,1
0.24787813,0.59742725,0.53220874,0.22783178,0.3605528,0.55505985,0.74574786,0.39869416,0.13011026,0.33059758,0,1,2,1,2,3,6,3,1,7,3,7,7,7,14,the maternity bridal world,1
0.8131665,0.5416107,0.6478123,0.88940257,0.74827015,0.11073503,0.36148793,0.8754862,0.33630115,0.89245224,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,Egypt,3
0.37366703,0.3787472,0.7036851,1.0,0.5233616,0.3656038,0.3927576,0.94497794,0.41376406,0.54462457,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,Norse mythology,1
0.34700763,0.52259505,0.5482476,0.47618935,0.48738727,0.43940094,0.4651553,0.47735435,0.5500227,0.32965547,0,1,2,1,2,3,3,1,6,9,1,9,9,9,12,self-pity,1
0.78019583,0.58299774,0.7207271,0.6889419,0.90519416,0.25773513,0.66944784,0.81344163,0.70546097,0.7462485,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,Reaganland,1
0.5594124,0.18545863,0.943647,0.46903187,0.80882746,0.8015001,0.12934029,0.17222624,0.9458542,0.64969546,0,0,0,0,1,1,1,0,8,1,2,1,1,1,2,high school baseball in New York,1
0.28443962,0.43814316,0.7465143,0.31593615,0.64142835,0.57781875,0.8996188,0.54373646,0.4834063,0.50133544,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,the rodent,1
0.33079433,0.5551454,0.35250548,0.72858775,0.3682106,0.06479028,0.3597936,0.544597,0.6789536,0.31959322,0,1,2,1,0,5,5,2,3,9,1,9,9,9,12,our movement,1
0.25625682,0.7344519,0.401659,0.4328845,0.28056404,0.41128594,0.63579065,0.37235934,0.28628322,0.104663014,0,1,2,2,0,5,6,3,1,5,3,11,11,11,3,the computer industry,1
0.31109902,0.33310962,0.4621503,0.077834964,0.026151806,0.4537318,0.9827605,0.60544825,0.38680238,0.6250449,0,1,0,1,2,3,3,1,6,8,10,8,10,10,10,the Crock Pot set,1
0.5195865,0.7483221,0.58608884,0.8959031,0.7061551,0.106300354,0.32961506,0.82966703,0.63880587,0.31080332,0,1,2,2,0,5,5,2,3,6,1,6,6,6,6,Zionism,1
0.4976061,0.4238255,0.05012977,0.42692065,0.22082576,0.5944175,0.47538608,0.1102046,0.5633924,0.32507113,0,1,0,1,3,4,4,5,4,0,9,0,0,0,7,Czech television,1
0.24265505,0.6336689,0.26730716,0.69500476,0.5084362,0.3912894,0.59538144,0.592998,0.42160416,0.26214316,0,1,2,1,2,3,3,1,6,9,1,9,9,9,12,existentialism,1
0.24265505,0.6336689,0.26730716,0.6950053,0.5084362,0.39128894,0.5919027,0.5938127,0.42160416,0.26214316,0,1,2,1,2,3,3,1,6,9,1,9,9,9,12,Existentialism,1
0.4976061,0.3901566,0.66047585,0.3256189,0.90001404,0.46402138,0.80180484,0.6269522,0.42602205,0.6947328,0,1,0,1,2,3,3,1,6,8,0,8,8,8,0,the trees,1
0.11762783,0.45861298,0.43410632,0.30573502,0.34162444,0.6101499,0.79492444,0.34283453,0.1389364,0.3164172,0,1,0,1,2,3,6,1,1,7,3,7,7,7,14,design,1
0.38106638,0.45872483,0.72418106,0.27296114,0.80686986,0.53212124,0.92283994,0.53350085,0.36022735,0.6125642,0,1,0,1,2,3,3,1,6,9,0,9,9,9,0,the bird world,1
0.5305767,0.85011184,0.41885188,0.7488837,0.52092403,0.06245485,0.29119545,0.6719795,0.6101041,0.24802105,0,1,2,2,0,5,5,2,3,6,6,6,6,6,6,African politics,1
0.2677911,0.26800895,0.19181848,0.11327165,0.42184994,0.98539305,0.85209817,0.068941,0.32587028,0.6446061,0,1,0,1,2,4,3,5,5,0,7,10,4,13,11,elephant percussionists,1
0.9442873,0.4217002,0.71813613,0.85390437,0.8400154,0.09269878,0.43994457,0.91649735,0.43249905,0.97308636,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,the Bahamas,1
0.28563654,0.5677852,0.26675087,0.6778733,0.511254,0.40467393,0.6002849,0.59155214,0.44600406,0.30345088,0,1,2,1,2,3,3,1,4,9,1,9,9,9,12,life style,1
0.26626766,0.22013423,0.3981572,0.06779325,0.014201134,0.4247179,0.31691974,0.34604746,0.699535,0.5869812,0,1,0,0,1,1,1,0,8,1,2,1,10,10,2,the under-12 set,1
0.23155604,0.36823267,0.40797883,0.0695532,0.02574256,0.4279738,0.32156652,0.34722936,0.4963603,0.56406915,0,1,0,1,2,3,3,1,6,7,10,8,10,10,10,the kindergarten set,1
0.4648531,0.48434004,0.31986094,0.90630794,0.28011465,0.10523707,0.1528182,0.68806726,0.35890293,0.5812896,0,1,0,1,3,4,3,1,2,7,4,7,7,7,1,16th-century Florence,1
0.7976061,0.44496644,0.6930696,0.9255525,0.7942742,0.17125979,0.4137966,0.89665735,0.36799973,0.91586936,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,Bali,1
0.54047877,0.82740486,0.52233624,0.8255522,0.44160336,0.15394178,0.31338972,0.6780038,0.57059443,0.16571644,0,1,2,2,0,5,5,2,3,6,6,6,6,6,6,foreign affairs,1
0.19782372,0.35592842,0.48475254,0.34495938,0.36297986,0.5814786,0.7422051,0.38190642,0.13271078,0.414835,0,1,0,1,2,3,3,5,4,7,10,7,7,7,14,dressmaking,1
0.3508161,0.44328856,0.27021483,0.93568385,0.20828775,0.07684991,0.0465194,0.65691304,0.85441256,0.35950232,0,1,0,1,3,0,0,7,0,4,8,4,12,12,8,the 1970's,1
0.40870512,0.64015657,0.40050304,0.68648016,0.34271082,0.29417804,0.3844139,0.53631216,0.54371005,0.20219697,0,1,2,2,0,5,5,2,3,5,1,5,5,5,5,striking workers,1
0.181284,0.3569351,0.20052296,0.2469102,0.2513652,0.7010973,0.6611555,0.06767875,0.33138055,0.54956824,0,1,0,1,3,4,4,5,5,0,7,10,4,13,11,musicals,2
0.26137108,0.52080536,0.15140876,0.80426997,0.1636464,0.20372704,0.13165092,0.5764972,0.5544116,0.3378432,0,1,0,1,3,0,0,7,0,4,8,4,12,4,9,New Age,1
0.8457019,0.44261745,0.7308047,0.85560024,0.82720864,0.102522135,0.4404195,0.9260215,0.3932407,0.904389,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,Haiti,2
0.43492928,0.44261745,0.5541351,0.45295596,0.5258449,0.450117,0.6583443,0.55988157,0.4195547,0.44769275,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,marijuana,1
0.443852,0.61297536,0.63680375,0.34060746,0.9025133,0.4892729,0.8471175,0.56973845,0.18372434,0.5571247,0,1,2,1,2,3,3,1,6,8,0,9,9,9,0,the ecology,1
0.31088138,0.7951901,0.5562996,0.10871452,0.7882354,0.47271153,0.98700947,0.6490756,0.29523504,0.38707638,0,1,2,2,0,5,5,2,3,6,6,6,6,6,0,culinary politics,1
0.25745374,0.6810962,0.25145608,0.49616647,0.15260759,0.379731,0.54929847,0.3216978,0.18402404,0.39165103,0,1,2,1,3,4,4,5,4,7,9,7,7,7,1,Western modernism,1
0.19978237,0.38467562,0.53202593,0.26747242,0.43040556,0.5294667,0.6724517,0.29903495,0.28818768,0.3107159,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,mime,1
0.3639826,0.6608501,0.5741315,0.7964816,0.46786353,0.18625188,0.3662631,0.6777284,0.6954071,0.30736506,0,1,2,2,0,5,5,2,3,6,1,6,6,6,1,Cheyenne's anti-bomb movement,1
0.49347118,0.73836684,0.5292866,0.84573877,0.42782453,0.1605097,0.3083579,0.68336254,0.5706524,0.27025318,0,1,2,2,0,5,5,2,3,6,6,6,6,6,6,European diplomacy,1
0.23416758,0.46409395,0.09403384,0.12408498,0.477663,0.88204247,0.7342079,0.0030293763,0.36855078,0.55241406,0,1,0,1,3,4,4,5,5,0,7,10,4,13,11,the dance world,2
0.52785635,0.7041387,0.4897107,0.77890205,0.6865251,0.22210827,0.56086403,0.73600924,0.62467253,0.39172873,0,0,2,2,0,5,5,2,3,6,6,6,6,6,6,a political dynasty with a small-town cachet,1
0.96420026,0.46599552,0.7052624,0.8764813,0.8189178,0.11934513,0.4319089,0.9191251,0.42278355,0.97490263,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,South America,1
0.41686615,0.5196868,0.3188544,0.38959846,0.17434719,0.54115784,0.5137928,0.20226744,0.2590702,0.28731823,0,1,2,1,2,3,3,1,6,7,10,8,8,8,10,shelter magazines,1
0.10750815,0.4958613,0.32168883,0.2720911,0.14670223,0.77854234,0.7570055,0.25003728,0.1497443,0.3818316,0,1,0,1,3,4,4,5,4,7,9,7,7,7,14,the visual arts,2
0.09542981,0.7498881,0.1744717,0.8307632,0.15718183,0.17724311,0.12664467,0.59326196,0.52512974,0.16781437,0,1,2,1,3,0,0,7,0,4,8,4,12,4,9,the modern century,1
0.57051146,0.8224832,0.78090155,0.95565736,0.6349823,0.16440147,0.4285714,0.99219704,0.53655636,0.47903532,0,0,2,2,0,5,5,2,3,6,1,6,6,9,1,the Soviet Union,1
0.25505984,0.44373602,0.53207225,0.13326079,0.75826067,0.4715505,0.9857901,0.64263827,0.28154635,0.48193938,0,1,0,1,2,3,6,3,1,5,3,5,5,5,5,chefs,2
0.4032644,0.12214765,0.4036662,0.054356188,0.009538621,0.4356697,0.3155976,0.34467047,0.61495703,0.69671416,0,1,0,0,1,1,1,0,8,1,2,1,10,10,2,the soccer set,1
0.21751903,0.45380312,0.16996679,0.7780409,0.2245037,0.21906126,0.10290998,0.5246767,0.725762,0.25109023,0,1,0,1,3,0,0,7,0,4,8,4,12,12,9,her era,2
0.2335147,0.6006711,0.2863339,0.5768133,0.21323463,0.4422438,0.6043412,0.35133737,0.32000232,0.2066939,0,1,2,1,3,3,6,3,1,9,3,9,9,9,12,computerdom,1
0.32230687,0.36252797,0.67783403,0.41583383,0.40391868,0.6774688,0.770073,0.5736629,0.4328664,0.5142629,0,1,0,1,2,3,3,1,6,9,9,9,9,9,12,adventure,1
0.4601741,0.6706935,0.47330874,0.79026085,0.4897466,0.23051523,0.53879815,0.7192789,0.7735371,0.21187073,0,1,2,2,0,5,5,2,3,6,6,6,6,6,6,gubernatorial appointees,2
0.5078346,0.33791947,0.9755793,0.50742316,0.6166302,0.6915332,0.13478297,0.2364281,0.7933838,0.61230195,0,1,0,0,1,1,1,0,8,1,2,5,5,5,5,the Dolphins,1
0.3273123,0.34832215,0.7056634,0.35389555,0.70199215,0.65464807,0.7838978,0.63256335,0.41765994,0.52916205,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,Big Waves,1
0.28933623,0.40794182,0.26029357,0.79648054,0.24327555,0.279943,0.051512778,0.46906948,0.7091635,0.35275203,0,1,0,1,2,0,0,7,0,4,10,4,12,12,9,the day,2
0.1383025,0.65033555,0.15607104,0.829803,0.14668366,0.18369985,0.12387198,0.5868475,0.47922042,0.11531773,0,1,2,1,3,0,0,7,0,4,8,4,12,4,9,the next century,1
0.6834603,0.4238255,0.6580214,0.32652178,0.9046023,0.4626481,0.81855637,0.62894875,0.32261243,0.8270282,0,0,1,3,4,2,2,6,7,2,0,2,2,2,0,the rain forest,1
0.5879217,0.33736017,0.9921088,0.49009633,0.63122714,0.69055617,0.13102192,0.23977876,0.7870131,0.6315329,0,1,0,0,1,1,1,0,8,1,2,5,5,5,5,the Knicks,1
0.20315559,0.5748322,0.29065102,0.5893297,0.21075341,0.42819232,0.57706374,0.35971403,0.4051313,0.17186451,0,1,0,1,3,4,4,5,4,9,9,9,9,4,12,cyberpunk,1
0.2016322,0.34384787,0.9152031,0.471144,0.84913385,0.76002455,0.13067532,0.17177872,0.9919182,0.36692274,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,baseball's new era,1
0.35636562,0.33557045,0.0775671,0.11840713,0.48169154,0.904039,0.73211557,0.0042227656,0.35648614,0.65152144,0,1,0,1,3,4,4,5,5,0,7,10,4,13,11,American dance,1
0.276605,0.3470917,0.25812054,0.79175454,0.23717207,0.2558664,0.05415708,0.47185788,0.8376304,0.333152,0,1,0,1,2,0,0,7,0,4,8,4,12,12,9,our day,2
0.2015234,0.5825503,0.22660065,0.39032942,0.19423705,0.48112184,0.6774065,0.18601902,0.36035302,0.29150438,0,1,2,1,3,4,4,5,4,0,9,0,0,0,7,the video world,1
0.17932534,0.68914986,0.23967609,0.47220942,0.06545806,0.5960917,0.5257692,0.28881085,0.29216087,0.21865985,0,1,2,1,3,4,4,5,4,9,9,9,9,9,1,our literature,1
0.28574538,0.8055928,0.5479448,0.7562215,0.3774684,0.18428347,0.36070496,0.6179214,0.5952167,0.15127382,0,1,2,2,0,5,5,2,3,9,1,9,9,9,1,the crisis,1
0.22916213,0.64597315,0.2617997,0.59901094,0.19658434,0.43377316,0.5907089,0.34687367,0.4198544,0.13631639,0,1,2,1,3,3,6,3,1,9,9,9,9,9,12,the wired universe,1
0.34896627,0.23668905,0.88418925,0.44344252,0.7958391,0.719826,0.16426837,0.16340207,0.74561834,0.5301236,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,goalies,1
0.8351469,0.4199105,0.7892759,0.9042739,0.9596946,0.2200014,0.4509583,0.9852777,0.45303208,0.93950987,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,Prague,1
0.11577803,0.44675615,0.20869407,0.31453258,0.3060874,0.69019437,0.59182566,0.105293356,0.35409838,0.4526753,0,1,0,1,3,4,4,5,4,0,9,0,0,0,7,improvisational comedy,1
0.32785636,0.71868,0.22716245,0.799644,0.47660172,0.086243,0.13167655,0.528383,0.7549278,0.16743559,0,1,2,2,0,5,5,2,3,6,6,6,6,6,6,this political moment,1
0.3399347,0.5588367,0.19938391,0.3789597,0.2774704,0.7664185,0.61580426,0.15719417,0.39570582,0.44643012,0,1,0,1,3,4,4,5,4,0,9,0,0,0,7,the Cinema,1
0.22208923,0.36923936,0.099282324,0.10399842,0.49519405,0.91456866,0.72934276,0.006930828,0.34610364,0.5310172,0,1,0,1,3,4,4,5,5,0,7,10,4,13,11,Ballet Theater,1
0.11860716,0.40011185,0.30883002,0.24063998,0.16343877,0.729324,0.7457735,0.2340528,0.1742312,0.3971581,0,1,0,1,3,4,4,5,4,7,9,7,7,7,14,artists,1
0.7291621,0.68434,0.34866697,0.8623513,0.289077,0.13736987,0.19184107,0.6891918,0.5020349,0.6943152,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,the Colonies,1
0.38857454,0.39194632,0.5854075,0.5127248,0.5840935,0.4850438,0.4259271,0.45468,0.5958547,0.53061897,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,sickos,1
0.13732317,0.6844519,0.12042278,0.6863307,0.12592658,0.29560357,0.18004435,0.47750348,0.58127666,0.20951056,0,1,2,1,3,0,0,7,0,4,8,4,12,4,9,the hip-hop generation,2
0.83688796,0.45973152,0.60704195,0.92416614,0.701775,0.077255756,0.3274328,0.8500579,0.45586455,0.94277334,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,Galilee,1
0.20914036,0.5610738,0.60281897,0.45789555,0.4351804,0.46594235,0.5231249,0.4067151,0.41350305,0.19668993,0,1,2,1,2,3,3,1,6,9,10,9,9,9,12,this inquiry,1
0.91904247,0.42281878,0.76158047,0.7992689,0.94991577,0.4007903,0.5285805,0.89685243,0.5390408,0.9534184,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,Upper Canada,2
0.58487487,0.52818793,0.81954914,0.6016034,0.8203728,0.32589203,0.7166733,0.8195118,0.3897122,0.6653716,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,Madison Avenue,2
0.7247008,0.60425055,0.58492434,0.94050413,0.68876004,0.060046554,0.33269578,0.8569887,0.39151996,0.86400414,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,Mesopotamia,1
0.27159956,0.15615213,0.9199202,0.26566923,0.69973314,0.76820534,0.26752502,0.19974296,0.8120897,0.57885176,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,micro golfers,1
0.15832426,0.678076,0.250068,0.4960753,0.15202928,0.3811733,0.56187814,0.32226008,0.242201,0.33917382,0,1,2,1,3,4,4,5,4,7,9,7,7,7,1,Modernism,1
0.34004351,0.5876957,0.24932289,0.5752242,0.18786976,0.45614344,0.59545845,0.3336661,0.34925514,0.26442564,0,1,2,1,2,3,6,1,4,9,9,9,9,9,12,the Web,1
0.24646354,0.68176734,0.25406986,0.57739836,0.19448483,0.45071018,0.5949835,0.3399658,0.25549334,0.17411783,0,1,2,1,2,3,6,3,1,9,9,9,9,9,12,the World Wide Web,1
0.17127313,0.580425,0.13504517,0.6746103,0.13075009,0.29046977,0.1844216,0.47839853,0.6245275,0.22029155,0,1,2,1,3,0,0,7,0,4,1,4,12,4,9,a new generation of teenage boys,1
0.18346028,0.50111854,0.33361226,0.2749774,0.14023513,0.77369225,0.7612671,0.2599286,0.14546174,0.3868724,0,1,0,1,3,4,4,5,4,7,9,7,7,7,14,contemporary art,2
0.20380849,0.33221477,0.08099374,0.11106837,0.480558,0.9084948,0.73321944,0.0053473115,0.36953682,0.5637584,0,1,0,1,3,4,4,5,5,0,7,10,4,13,11,modern dance,1
0.21262242,0.6121924,0.2863598,0.6707268,0.52507496,0.38316038,0.5876282,0.6045073,0.48479837,0.29158205,0,1,2,1,3,3,3,1,4,9,1,9,9,9,1,late-night theology,1
0.16126223,0.49541387,0.17726627,0.45306015,0.09465185,0.55679923,0.4702899,0.2813981,0.27424765,0.3602696,0,1,0,1,3,4,4,5,4,9,9,0,0,0,1,the Gothic novel,1
0.4499456,0.7030201,0.3819704,0.54415035,0.56162465,0.42083043,0.63620144,0.5076939,0.4928028,0.30235335,0,1,2,2,0,5,5,2,3,9,1,5,5,5,5,the public health community,1
0.39053318,0.64328855,0.32493863,0.4023999,0.20749378,0.5341975,0.5028818,0.19509564,0.3896832,0.13113955,0,1,2,2,0,5,6,3,1,5,3,5,5,5,3,Condé Nast,1
0.33710554,0.33993286,0.076643735,0.32816553,0.131845,0.46916473,0.7692899,0.11752557,0.5153079,0.52790916,0,1,0,1,3,4,4,5,5,0,7,10,4,13,11,current teeny-pop,1
0.7638738,0.5058165,0.6793606,0.8719486,0.76460195,0.11980322,0.3946703,0.8967377,0.35643783,0.83909124,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,Zimbabwe,1
0.37475517,0.31219238,0.69725025,0.39395764,0.6889767,0.64194727,0.77679926,0.5993092,0.4183753,0.65444493,0,1,0,1,2,3,3,1,6,8,10,8,10,10,10,undersea treasure hunters,1
0.2898803,0.3771812,0.4083798,0.046776175,0.037680656,0.42628428,0.31686836,0.34541637,0.49784905,0.5259472,0,1,0,1,3,4,4,5,4,0,9,0,10,10,7,the blockbuster set,1
0.56343853,0.28299776,0.95087135,0.45342904,0.79465485,0.79313004,0.1334095,0.1946137,0.8939706,0.5983935,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,the American League,1
0.5274211,0.46610737,0.5842097,0.5569971,0.60385394,0.65597296,0.30621403,0.4538538,0.55977684,0.6691401,0,0,0,1,3,2,3,1,6,8,1,5,5,10,5,the Alleghenies,1
0.37486398,0.44239372,0.37414598,0.20824331,0.06861436,0.76461923,0.7818826,0.27846053,0.23112243,0.5338921,0,1,0,1,2,4,4,5,4,7,9,7,7,7,14,museums,1
0.4250272,0.5275168,0.24757123,0.26410002,0.25304845,0.6544731,0.62625307,0.106842466,0.3678934,0.54262376,0,0,1,1,3,4,4,4,2,0,9,0,0,0,7,New York's movie panorama,1
0.41904244,0.5417226,0.59196585,0.7246068,0.51857424,0.2837059,0.43294853,0.67146313,0.6360797,0.30905503,0,1,2,2,0,5,6,3,1,5,3,5,5,5,5,S.U.V.'s,1
0.4304679,0.16051453,0.8115962,0.17427164,0.59179646,0.9324425,0.9624532,0.39526317,0.7645853,0.63944864,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,sports cars,1
0.38628945,0.3261745,0.08024418,0.27709004,0.3175556,0.87645876,0.7898411,0.1087014,0.38452092,0.5400985,0,1,0,1,3,4,4,5,5,0,7,10,4,13,11,country music,2
0.2507073,0.56565994,0.36609092,0.53817606,0.42891592,0.45598245,0.5877822,0.39906132,0.28652492,0.2744199,0,1,2,1,2,3,3,1,6,9,9,9,9,9,12,content,2
0.831012,0.3557047,0.9039291,0.7513559,0.9947642,0.3295955,0.6246999,0.9327687,0.5776224,0.90627337,0,0,1,3,4,2,2,6,7,2,5,2,2,2,13,Utah,1
0.47127312,0.47315434,0.6792092,0.529068,0.7729258,0.26280326,0.6905895,0.6325289,0.5051767,0.53713614,0,1,2,2,0,5,6,3,1,5,3,11,11,11,3,commuter railroads,1
0.462568,0.37863535,0.16045845,0.22309902,0.3147584,0.9999999,0.80677253,0.01670742,0.29352397,0.66154486,0,0,1,1,3,4,4,4,2,3,4,3,3,3,4,opera houses,1
0.3189336,0.698434,0.32115144,0.42622045,0.19602913,0.55524004,0.49664325,0.18887627,0.43886003,0.12507892,0,1,2,2,0,5,5,2,4,9,9,0,0,0,12,daily journalism,1
0.31936887,0.3935123,0.13230738,0.33165413,0.58515084,0.6776781,0.27975816,0.4536243,0.6989163,0.5160209,0,1,0,1,3,4,4,5,5,0,7,10,4,13,5,the New York club kids of the 1980's,1
0.2297062,0.32561523,0.7442208,0.13773668,0.4995566,0.5044744,0.7697008,0.61506414,0.5532709,0.50609463,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,the balloon drop,1
0.26605004,0.37539148,0.46583092,0.36137393,0.32923138,0.54054976,0.72329694,0.3919469,0.20318437,0.43735853,0,1,0,1,2,3,3,1,6,8,10,8,8,8,10,men's fragrances,1
0.2713819,0.18266219,0.8707452,0.32080123,0.67610264,0.8435329,0.27799946,0.16567409,0.87315714,0.51915807,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,contemporary sports,1
0.4030468,0.59261745,0.27950352,0.65687555,0.5354763,0.37488666,0.6047135,0.60618263,0.5065785,0.43153098,0,1,2,1,3,3,3,1,6,9,1,9,9,9,12,the hereafter,1
0.809358,0.44004473,0.8855026,0.64217454,0.86454123,0.27880403,0.63858896,0.88020235,0.69683784,0.8347012,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,Dutchess County,1
0.9354733,0.37695748,0.84547687,0.6778634,0.8802842,0.30007845,0.6605522,0.8771845,0.5734656,0.95072794,0,0,1,3,4,2,2,4,2,3,4,3,3,3,4,Staten Island,1
0.5776931,0.8242729,0.45005503,0.5201506,0.3599018,0.36793923,0.57357234,0.48757842,0.42413694,0.15323576,0,1,2,2,0,5,6,3,1,5,3,11,11,11,3,corporate America,1
0.19314472,0.75156593,0.19152561,0.383632,0.27442497,0.7804667,0.6098481,0.16319552,0.42666006,0.19116345,0,1,2,1,3,4,4,5,4,0,9,0,0,0,7,activist cinema,1
0.18998912,0.17225951,0.7265976,0.1828556,0.5655328,0.85981494,0.35025615,0.14413577,0.53953385,0.55853295,0,1,0,0,1,1,1,0,8,1,2,1,1,1,2,juggling,2
0.3389554,0.6162192,0.5554335,0.60760844,0.48857647,0.43341663,0.44455284,0.4915717,0.52478176,0.22792566,0,1,2,2,0,5,5,2,3,9,1,9,0,9,1,domestic tragedy,1
0.45952123,0.76387024,0.49485508,0.77052546,0.5646626,0.14268816,0.57023484,0.7307537,0.59184283,0.18797772,0,1,2,2,0,5,5,3,3,6,6,6,6,6,6,the mayoral business,1
0.35658324,0.6338926,0.43752348,0.57672733,0.34728855,0.3996178,0.5667048,0.4818869,0.40742242,0.09080312,0,1,2,2,0,5,6,3,1,5,3,11,11,11,3,the bond business,2
0.29804134,0.38590604,0.53289604,0.12750584,0.76168734,0.46805307,0.99385124,0.64844453,0.17802072,0.5579114,0,1,0,1,2,3,3,1,6,8,0,8,8,8,0,tomato chefs,1
